Nombre;ROA2024
INEFAC INSTALACIONES SOCIEDAD LIMITADA.;-43,66
DATCISIONS SOCIEDAD LIMITADA.;25,14
MUKANE AGENCY S.L.;-12,07
ORION CONSULTING SOLUTIONS SL.;47,6
FUROR PRODUCCIONES SL.;52,84
BALDER MAAT SOCIEDAD LIMITADA.;1,41
APPLIED INNOVATIVE METHODS, SL.;-5,33
ROKALDA INVESTMENTS SA.;7,44
MATEOS MENARGUEZ INVERSIONES SL.;-1,63
THEKER ROBOTICS S.L.;-0,34
ASTON INNOVA SOCIEDAD LIMITADA.;26,99
XYGENI SECURITY SL.;-22,13
ASESORES LEGALES Y CONTABLES ALCYON SL.;28,7
ATLANTIC ALLUSOFT GALICIA SOCIEDAD LIMITADA.;42,55
MARKETING BOX MEDIA SL.;5,89
IBERPRO MEDIA SOCIEDAD LIMITADA.;22,55
FINDIUR SOCIEDAD LIMITADA.;49,06
SUPTOGO SL;34,96
NETANTIC SL.;-132,45
TEGEEK TECHNOLOGY SHOP, SOCIEDAD LIMITADA.;-5,21
NEYCO OUTSOURCING SOCIEDAD LIMITADA.;37,5
NAKAMA MERCADOS GLOBALES SL.;75,58
SINGULIVE SL.;0,95
NCM CIBERCONSULTORIA SL.;-86,43
NIMBO MOVIL, SOCIEDAD LIMITADA.;-3,78
MODO DIGITAL S.L.;-57,8
KRON ANALYTICS S.L.;-30,12
TAGUS CONSULTING SL.;-75,16
COMPLEJO LOS VELEROS SOCIEDAD LIMITADA.;-2,1
MIYO ACTIVOS E INVERSIONES SL.;25,47
NEW DIGITAL ACTIONS SL.;51,02
CONSULTORA TECNICO-CIENTIFICA DIRPA SOCIEDAD LIMITADA.;0,49
OSPREAN TECHNOLOGIES SL.;18,48
MARMESOFT SL.;12,31
RAFALNET SL.;-24,76
SPLASH GROUP HISPANO SOCIEDAD LIMITADA.;9,12
THE SUPPLY CHAIN MANAGEMENT TEAM SL.;-39,63
BLACK BOX INVEST SOCIEDAD LIMITADA.;-314,98
BLUE OCEAN ENGINEERING & MARKETING, SOCIEDAD LIMITADA.;-33,72
PRESERVACION 35 SL.;-8,72
VIDEO RESEAU PRO SL.;-0,38
DONICUS SOFTWARE, SOCIEDAD LIMITADA.;75,74
NEXIA INSIGHTS S.L.;0,83
ARM SYSTEM GLOBAL SL.;-63,93
CENTRO ONLINE PENINSULAR SL.;-12,96
BASQUE PAY SOCIEDAD LIMITADA.;-24,26
SEGURIDAD Y CONTROL DIGITAL SL.;17,42
BEAUTY DIGITAL SCHOOL SL.;-8,32
LESANZA TECHNOLOGY SL.;-3,55
FUTURE IS AN ATTITUDE S.L.;52,09
RURALPOP TECH SL.;-45,58
FORMACION FORTE SOCIEDAD LIMITADA.;-49,88
INEMAR SERVICIOS INTEGRALES SL.;-98,9
HAPPY CODE EDUCACION ESPAÑA S.L.;-88,43
OPTIMA INVESTMENTS SL.;23,65
AFW PROFESIONAL MARKETING SL.;-18,27
TIC GLOBAL PAYMENTS SL.;-3,38
FIBRA VIOTEL SL.;28,79
TRACEDAT S.L.;0,02
BLUELONE CLOUD PLATFORMS SL.;-0,21
WAKARI SOLUTIONS SL.;-1,45
GREENFEET SL.;0,3
RMRH BIMDATA SL.;-58,81
WAY 4.0 FLOW CONTROL SOCIEDAD LIMITADA.;0,6
NAVARRO DIGITAL MARKETING SL.;-1,91
ARRIOLA GESTION SL.;0,34
GESTIONES INTEGRALES E INMOBILIARIAS LA CAMPIÑA SL.;30,32
ENIGMIA DIGITAL SL.;24,31
BENIOPLE SL.;-240,93
ALEN SOFTWARE SOCIEDAD DE RESPONSABILIDAD LIMITADA.;1,79
AUTOPILOT TECH SL.;-34,89
MARCHATIC SOCIEDAD LIMITADA.;45,35
DAMU 1979 S.L.;40,37
WALLET COMMUNICATION SL.;5,43
CEEFI INTERNATIONAL BUSINESS SCHOOL SL.;26,67
FITTEL LOCAL NETWORK SERVICES SL.;21,44
SENSE AERONAUTICS SOCIEDAD LIMITADA.;-86
WE LOVE SOCIAL S.L.;11,43
STAGELAB COOP S.C.C.L.;52,6
WAMBA MEDIA SOCIEDAD LIMITADA.;-0,18
LOVE MEDIA S.L.;-284,5
FUSION MOVIL SOCIEDAD LIMITADA.;-14,1
SPORTS&APPS MANAGEMENT SL.;-1,16
CONZABEL MAG S.L.;8,36
HAPALOK, S.L.;-2,41
DAME MARKETING SOCIEDAD LIMITADA.;-6,67
DIGITAL WORKS SOLUTIONS S.L.;-1,88
CLOUDIN HOSTING SOCIEDAD LIMITADA.;59,71
LEAD2TEAM TECHNOLOGIES S.L.;-1,2
GEKKOTECH SOCIEDAD LIMITADA.;8,63
ZETALABS SL.;-9,45
HELLOREQUEST SOCIEDAD LIMITADA.;-5,06
VERKANA SOLUCIONES IT SL.;-7,18
STTOK BARCELONA S.L.;-85,29
UMOT MOVIES SL.;-43,17
BAI TELECOMUNICACIONES S. COOP. GALEGA;-3,53
W ANALYTICS THINKING SL.;7,5
PLACENET INTERNET OF PLACES S.L.;0,32
INKOOVA CODE S.L.;16,57
CONSULTORES TECNOLOGICOS GONZALVEZ SL.;-62,58
RODENTEC SOCIEDAD LIMITADA.;-0,47
VVA INTEGRACION TECNOLOGICA SL.;-113,26
MALPE EDICIONES S.L.;-111,37
RESERVERO SOCIEDAD LIMITADA.;-83,11
OESTE MARKETING SL.;-21,65
LOCATED GLOBAL SL.;-115,47
SOY EFICIENTE SL.;-8,94
PRAXYA FORMAPLUS SL.;28,04
ARUNCI CONSULTORES SOCIEDAD LIMITADA.;56,39
SUPERADMIN SL.;-1,48
INFORMATICA Y GESTION NOTARIAL SL.;11,62
AUDITORIA Y PROYECTOS CONSULTORIA IT SL.;8,12
ONE DREAM TEAM NETWORK, SOCIEDAD LIMITADA.;-3,99
OPTOPUS OPTIMISATION S.L.;-1,97
VEO EL AIRE COOP.V.;7,55
CELTIBERIA TELECOM SL.;60,02
ALNITAK SOLUTIONS SOCIEDAD LIMITADA.;-37,26
LESE INSTALACIONES Y MANTENIMIENTO, S.L.;2,9
UNITED GAMERS S.L.;-37,71
STEEM TERAPIES I FORMACIO S.L.;24,18
UBITELCARE SOCIEDAD LIMITADA.;-2,95
AQUASAT SOCIEDAD LIMITADA.;1,39
ORION DIGITAL SYSTEMS SOCIEDAD LIMITADA.;-0,52
NEUROAPRENDIZAJE INFANTIL SL.;-48,09
DESPUNTE DISEÑO E INGENIERIA S.COOP. GALEGA;25,81
ENAVOC SOCIEDAD LIMITADA.;-3,11
MUNT MULTIMEDIA SL.;-6,51
GUGEL INGENIERIA SOCIEDAD LIMITADA.;32,43
EL ESTADO WEB RESEARCH AND DEVELOPMENT SL.;-1,22
NEGATIVE EPSILON SL.;52,72
TUKITI SERVICES SL.;10,37
WE TECH FOOD ROBOTICS SL.;-86,38
GLUONSOFT SL.;-1,59
JUNO SMART DIGITAL SOLUTIONS SL.;-5,04
NEXO SECURE SHOP SL.;-8,56
OPTICAL TRANSPORT SOLUTIONS SL.;2,31
CAREBIT DIGITAL S.L.;-32,91
SEVKDA SOCIEDAD LIMITADA.;-2,71
OPENDIT SERVICIOS DIGITALES SL.;-98,51
FASE INICIAL PROYECTO SL.;-17,03
NS SERVICIOS TECNOLOGICOS SL.;32,99
DAURA TRUST SL.;-115,2
ARAKE TECNOLOGY SOCIEDAD LIMITADA.;-13,57
INFOSURONLINE SL.;-10,4
ATHENA TECH S.L.;-3,9
GOOGLE CLOUD SPAIN SL.;0
IT RECRUITING SOFTWARE S.L.;17,3
NET AND CLOUD SERVICIOS ONLINE SL.;-17,14
PROINVA GESTION DE INMUEBLES, S.L.;10,37
RIVOTEC SOLUCIONES INTEGRALES SL.;-132,15
OPOCOACH SL.;42,19
OKAMI TECHNOLOGY SL.;33,98
ICONECTA SOFTWARE DEVELOPERS SL.;-3,21
BCN IMPEX PROJECT S.L.;-18,17
MOV365PRO SOCIEDAD LIMITADA.;-26,78
NETO POSITIVO SL.;15,6
YGEIA SOCIALTECH SL.;56,1
INFITECH INGENIERIA SOCIEDAD LIMITADA.;-19,07
DGH WEB CONSULTING S.L.;-141,08
VIRTUAL WEB LICANCABUR SL.;-2,35
LOGIN COMUNICACION INTEGRAL SL.;16,2
P.INSELL 2009 SL.;-89,68
BLUEBERRY DIAGNOSTICS S.L.;-6,11
EL ATICO SELLERS S.L.;-51,69
ELECTRICIDAD COMPOSTELA SL.;6,06
KADALOS DIGITAL SL.;-0,39
ALLY FOUNDRY S.L.;64,92
BEE2BE TECH SOCIEDAD LIMITADA.;-103,18
YEGUADA RIOS SL.;-0,86
LUX XPERIENCE SL.;6,73
ACADEMIA BABILUM SL.;-64,1
REINVENTA SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;72,92
IMPRESION Y SERVICIOS JURIDICOS SL.;49,59
ASIENTO DE CUADRE SL.;19,84
GOTEAM-MANAGER SOCIEDAD LIMITADA.;-6,71
BUILDING COMMUNICATION STRATEGY SL.;-144,1
ASISTENCIA TECNICA COMUNICACIONES COMUNIDADES SL.;-0,79
WATTUAL SMART ENERGY SOLUTIONS SL.;1,97
ALMATIC SOLUCIONES TECNICAS SL.;-0,08
LEADER DREAMS SOCIEDAD LIMITADA.;6,18
PRIME SERVICIOS EMPRESARIALES SL.;23,54
EATE GAMES SOCIEDAD LIMITADA.;9,53
APP CONTROL H&S, SOCIEDAD LIMITADA.;-10,37
THETA COLLECTIVE SL;-18,46
DISEÑO GLOBAL MERIDIANO SL.;90,31
ESIGNUS SECURITY SOLUTIONS SL.;-17,55
TARANIS GALICIA SL.;-27,06
ZASAPP SISTEMAS DIGITALES SOCIEDAD LIMITADA.;22,49
VALORUS SPORTS S.L.;1,15
FELMA CONSULTING S.L.;-3,63
KUETEK EUROPE SL.;14,67
FEEFUSION S.L.;81,74
HANDP VENTURES SL.;-90,55
HEALTH AND AGING TECH SL.;-57,32
BRAINLABS DIGITAL SPAIN SL.;-104,64
LEGAL HOUND SL.;-146
ARD CONSULTOR INFORMATICO & INVERSIONES SOCIEDAD LIMITADA.;1,87
NOMADAWARE SL.;-39,77
TRUCK DATA LEVANTE SOCIEDAD LIMITADA.;-1,95
PGSOFT IBERICA S.L.;14,77
BICUBO TECNOLOGIA SL.;9,59
DARKNET SYSTEMS, SL.;22,29
AGRIA ZERO EMISSIONS SOCIEDAD LIMITADA.;-4,21
DANSOF BUSINESS SOLUTIONS SL.;-21,17
ARI TRANSFORMACION DIGITAL SOCIEDAD LIMITADA.;0,75
OLIVIA COLLECTIVE, S.L.;-54,4
EFITEX SOLUCIONS TECNOLOGIQUES S.L.;-19,73
DATAXQUARE SL.;-31,66
WINVESTORY S.L.;-14,08
MOONSHOOT EDUTAINMENT SL.;25,91
EXEN & SOLUTIONS SL.;29,05
PROFESIONALES CON ALMA SL.;13,33
LIMPIEZAS JJ NATOLI SOCIEDAD LIMITADA.;-71,82
VOLTA 2020 SOCIEDAD LIMITADA.;2,92
CMI4ALL BUSINESS INTELLIGENCE SOCIEDAD LIMITADA.;-33,23
VRAINHAX SOCIEDAD LIMITADA.;0,23
PHENYX E-HEALTH SOLUTIONS SL.;-0,63
JEDAES BUSINESS SOCIEDAD LIMITADA;0,32
747 IT CONSULTING SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-20,32
ALLEY STUDIOS S.L.;-308,4
ERROR 304 S.L.;7,89
PROGESTIONA RENOVABLES SOCIEDAD LIMITADA.;72,78
XEORIS SL.;-9,16
MKT INNOVA SL.;-28,08
REAL TECH DESIGNS SL.;-7,08
PURAS INNOVACIONES SL.;5,09
SHOPFLOOR SL.;38,04
ENVJOY NATURE S.L.;-15,9
ADELANTADA DE SOLUCIONES DIGITALES SL.;-55,15
COMPUTER CORDOBA SL.;-11,29
FLOWIT LOGISTICS SOCIEDAD LIMITADA.;-19,79
AMIGOS MARKETS SL.;-3,49
FITOLABS SOLUTIONS SL.;6,28
ONITI SOLUCIONES SL.;4,68
UGOAT SL.;-16,52
MODEL KIT MANIA SL.;2,5
APPASSIONE S.L.;1,24
NEUREKALAB S.L.;-14,05
PARAORO DIGITAL SOCIEDAD LIMITADA.;-8,94
AIMANAGER.ONLINE SL.;78,27
ÑZ EXPERIENCE SOCIEDAD LIMITADA.;-76,56
ASESPYME BUSINESS SL.;-2,73
TECHANDLEX SL.;-21,08
SMART DATA MANAGEMENT SL.;-3,23
VIRTUAL WEB KOGARASHI SL.;0,27
SIA INTERACTIVE EUROPE SL.;-147,99
INIBE INDUSTRIAS SL.;-9,28
LEEMONS EDTECH SOLUTIONS SL.;-273,53
3INLAB INFORMATICA FORENSE, S.L.;1,43
KURTULUS SL.;-18,47
QUINDO APIL SL.;-21,09
OK-COMPES SOCIEDAD LIMITADA.;-8,58
EOLIFY, SOCIEDAD LIMITADA.;0,49
MAQUINARIA Y HERRAMIENTAS BENMITSU SL.;5,29
BELINO PRODUCTION SL.;29,76
TORNS SYSTEM LINK S.L.;-35,02
VOICIT TECHNOLOGIES SOCIEDAD LIMITADA.;-84,08
AIRMAN SERVICIOS DE RESTAURACION SL.;-14,54
MEDIA FOR VALUE SOCIEDAD LIMITADA.;-14,06
AUCTION LIVE SL.;-5,46
MORE BETTER PADEL SL.;-11,47
ES CLOT VERMELL SOCIEDAD LIMITADA.;1,15
BRICKSTONE MARKETPLACE SOCIEDAD LIMITADA.;-15,47
FINDSPO S.L.;14,09
NUBOSOFT SPAIN SERVICIOS INFORMATICOS SL.;14,51
GATERA STUDIO S.L.;32,41
HORIZON METAVERSE S.L.;-93,43
DIGITAL OPTICAL IMAGING TECHNOLOGIES SL.;48,76
ARIA TECSYSTEMS SL.;-6,42
ZONESOFT SL.;-119,19
PROJECT MANAGER CONSULTING SOCIEDAD LIMITADA.;58,08
URBIM DT SL.;-0,51
TALENTITIES CONNECTION SYSTEM SL.;2,7
ONWORLD DIGITAL CORPORATION S.L.;-6,39
PAYCARGO EUROPE SL.;-66,3
DOCUMENTALIA SOLUTIONS SL.;-87,9
CENTRO DE NEGOCIOS Y ESTUDIOS APLICADOS IDEA SL.;18,83
BOBINETTE SL.;21,6
SURICATA SOLUTIONS SL.;-49,65
GRANDES OBJETIVOS SL.;-82,31
KRYPTON DATA SECURITY SL.;39,36
BENISEO SL.;-86,16
QUANTUM BOX 22, SOCIEDAD LIMITADA.;-16,9
TACTUX SOCIEDAD LIMITADA.;-27,57
GEEKFRANCHISE SOCIEDAD LIMITADA.;7,99
DECENTRALIZED ACADEMY SL.;-19,56
LIVE ROULETTE DISTRIBUCION SL.;-94,99
NETWORK CORPORATE 2008, SOCIEDAD LIMITADA.;-55,23
MEMORALIA Y VIDA SL.;-49,01
SOMAR DESARROLLOS TECNICOS SL.;-2,74
DIGITALIAN 1800 SOCIEDAD LIMITADA.;27,03
SENSSAL SOLUTIONS S.L.;-16,85
ADBITRAGE MEDIA SOCIEDAD LIMITADA.;82,62
IT AND MIND TECH IDEAS LAB SL.;-13,25
NETWORK OUTSIGHT TECHNOLOGIES SOCIEDAD LIMITADA.;24,44
PRESENTACIONS CONSULTORS S.L.;19,58
ROVDYR SOFTWARE COMPANY SOCIEDAD LIMITADA.;-0,76
CIDECORP SL.;18,31
COFRAI 2023 SL.;-21,19
NUBITA DATA SOLUTIONS SL.;69,82
ASFIN TECNOLOGIA Y FINANZAS SL.;-6,06
INNDIGITAL APLICACIONES INFORMATICAS SL.;-36,45
M2SENSORS SL.;6,39
METRIK TECNOLOGIA SL.;-73,33
PETKI LABS S.L.;-0,04
YOUPOSTY DIGITAL CONTENT SL.;-46,8
TECHALTH LABS SL.;2,83
SEOPRO MARKETING ONLINE SL.;20,57
BRONIXIA S.L.;-101,42
ACICATECH ACADEMY SOCIEDAD LIMITADA.;1,43
MORAL HAZARD EUROPE SL.;-0,46
MOONBACK BY ROXPERIENCE SOCIEDAD LIMITADA.;-10,58
JOALOJA TECH SOCIEDAD LIMITADA.;16,26
GALICIA TURISTIC SOCIEDAD LIMITADA.;-7,12
MASTERPLACE INT S.L.;-132,1
ACCOUNTALI S.L.;64,83
8 ISLAS EDICION CANARIA DIGITAL SL.;18,98
ONLY YOUNG PEOPLE SOCIEDAD LIMITADA.;14,75
WE ARE STAR DUST SL.;33,7
AGUACATE CREATIVO SL.;-252,12
SERVICES RDJFK SL.;23,15
THE BLUE BOX BIOMEDICAL SOLUTIONS. S.L.;-6,88
PALAPALA MENSAJERIA PARA CENTROS SL.;-25,54
DEALROCK DIGITAL SOCIEDAD LIMITADA.;-5,86
TASK TEAM TECH SL.;-2,16
INNOVA E3CHARGER SL.;4,78
IAKRONOS360 S.L.;6,42
ARTIS TECH DEVELOPMENT, SOCIEDAD LIMITADA.;-49,36
CONSULTORIA Y ASESORIA MRC2MEDIA COMUNICACION SL.;11,26
UNITECA SOLAR SL.;-30,96
GALMAX TELECOM SL.;-329,44
PAGAYDISFRUTA SL;1,47
EUROPE CAPITAL ASSETS SL.;-8,79
AGEINFO TECHNOLOGIES S.L.;24,86
AROC DIGITAL STUDIO SOCIEDAD LIMITADA.;-20,07
GELSER FORM SL.;-39,35
RURAL INNOVATION HUBS SL.;-136,88
CREEK GAMES SL.;57,29
SALUTA BIZKAIA SOCIEDAD LIMITADA.;48,77
UAS INGENIERIA APLICADA SL.;-2,52
YOID TECH SOCIEDAD LIMITADA.;-12,14
NETWORK AND CERTIFIES SL.;2,86
ANEVSOL SOCIEDAD LIMITADA.;-3,8
INTEC ESTUDIO SOLUCIONES, SOCIEDAD LIMITADA.;14,41
DJS NEW TECHNOLOGIES SL.;0,52
DOUBLE V INFORMATION TECHNOLOGY SOCIEDAD LIMITADA.;5,49
EGANESS TRANSFORMACION Y COACHING SL.;-1,37
LABORATORIO JURIDICO PERICIAL, SOCIEDAD LIMITADA.;4,89
ARROWFIST GAMES S.L.;-33,91
RYAN COMPONENTS SL.;-71,68
ERATHRIVE SL.;-39,38
ATARAXIA TECH SL.;-5,08
DREAMSHAPER ESPAÑA SL.;20,75
GRUPO MUNDO BLOCKMATICA SL.;-74,14
GMOL SOLUTIONS SL.;-1,66
DBAP SOLUCIONES DE DESARROLLOS INDUSTRIALES SL.;4,19
INGENIERIA Y TECNOLOGIA GEOTECNICA SOCIEDAD LIMITADA.;12,41
MEDIATECN 2015, SOCIEDAD LIMITADA.;-48,61
SEA WATER ANALYTICS SL.;0,51
FACEPYME SL.;-27,9
8W AI SL.;76,31
CYANTECK E-COMMERCE SL.;-8,3
BITPOP PHONE SL.;-31,97
ACCURA PROFESSIONAL SERVICES SL.;-159,4
SISTEMAS DE INFORMACION PARA LA EMPRESA SOCIEDAD LIMITADA.;26,54
DAFE NFT S.L.;-16,98
CLIC AND APP AGENCY SL.;-5,79
PACKAR TECHNOLOGIES SL.;-0,31
CREACION DE PRODUCTOS MENCIA SL.;22,19
MAULABS S.L.;2,6
PROXIMAHOST SL.;-48,68
ORNISYSTEM SL.;-21,41
MISSION TRACK INGENIERIA Y SISTEMAS SL;-48,57
ASPIRIO SOCIEDAD LIMITADA.;-10,51
HUB4RETAIL S.L.;-4,84
MISCELLANY CREATIVE SL.;-3,4
SOLUCIONES VERCOMI SL.;-10,59
CYBERCROW SYSTEMS S.L.;38,58
FICHAR EN EL TRABAJO S.L.;9,46
INCREMENTA INVERSIONES, SOCIEDAD LIMITADA.;-12,41
CONSTRUCCIONES Y TELECOMUNICACIONES CASTUERA SOCIEDAD LIMITADA.;-5,75
VIFIT HEALTH PRO SL.;-299,92
MONKEY MARKETS, S.L.;-2,18
SEÑOR EXCLUSIVE, SOCIEDAD LIMITADA.;3,89
BACK2BLU S.L.;1,45
PREMIUM FERTILITY SOCIEDAD LIMITADA.;-6,61
INNOVATIVE PHARMACEUTICAL SOLUTIONS SOCIEDAD LIMITADA.;-13,42
PROGRAMA HEWEGO SL.;-22,75
TUPERITO ONLINE DIRECTORIES S.L.;2,36
HBS OFFENSIVE SOCIEDAD LIMITADA.;32,05
AUTOMATION ANYWHERE SPAIN SL.;0
CELLING 5G NETWORK SL.;-9,8
NEMUS LANDSCAPE SOCIEDAD LIMITADA.;0,4
BRIDAL SETUP S.L.;-43,58
DARKEADORES SL.;-51,82
SAFETOWER SL.;-2,66
MEDICAL OXYGEN CORPORATION SOCIEDAD LIMITADA.;-21,76
GOLENDUS, SOCIEDAD LIMITADA.;-40,88
NOVELSTONE A&R SL.;-99,61
DREAMERS FACTORY INNOVATION OUTPOST SOCIEDAD LIMITADA.;26,26
B4B VENTURES SL.;0,1
UMIBOTS ROBOTIC SOLUTIONS SL.;-13,78
ATKINS STUDIO SL.;-25,17
TAIGA FONTS S.L.;-41,91
FAS3 ESTUDIOS SL.;-376,28
EXPONENTIAL TECHNOLOGIES, SOCIEDAD LIMITADA.;16,37
BUSINESS CONFIG IBERIA SL.;-40,39
ESTELARIA SOLUTIONS SL.;-74,05
MECANISMES I PROCESSOS INDUSTRIALS S.L.;-116,96
ANTENAS A. P. C. SL.;39,86
DENTAL CAROSANZ SL.;-39,53
WAYA RED SOCIEDAD LIMITADA.;16,82
GRANVILLE INVEST SL.;-0,09
RICHWOOD INVEST SL.;-0,13
BLUE LOBSTER SOLUTIONS, S.L.;-79,55
ALWAYS IMPROVING COACHES S.L.;-100,19
DANDELION DIGITAL SL.;61,87
PREVENTYA SALUD SL.;-128,06
SLIMOP SPACE S.L.;-12,66
STICKY BIT SOCIEDAD LIMITADA PROFESIONAL.;-13,4
SOCIALWEBSITE, SOCIEDAD LIMITADA.;48,52
EVENDOR DATA SCIENCE SL.;-43,29
DINAMICAS DE TRANSFORMACION DIGITAL SL.;9,62
STARCOURT SL.;-12,51
LEOLIA SOLUTIONS SOCIEDAD LIMITADA.;-23,63
JFNET. SOLUTIONS S.L.;9,05
SERVALAR SYSTEM SL.;-3,08
CASSIUS VENTURES SL.;77,49
DL CREATIVOS SOCIEDAD LIMITADA.;-32,02
AGRO AMBIENTAL EL COMUN SL.;-0,85
SIUL COMUNICACIONES S.L.;-450,8
ENERGY IN THE CLOUD S.L.;-3,15
ARTABRIC, S.L.;51,96
BAKSTECH GROUP SL.;-8,85
247 TECHNOLOGIES SPAIN SL.;25,46
UNDEFORIS SL.;-10,13
MBCTECNO ONLINE SOLUTIONS SL.;-30,56
GEIWAZ SOLUTIONS SLL.;0,37
AHORRO ENERGETICO VIGO SOCIEDAD LIMITADA.;33,72
LAMINFY SL.;-40,66
GASSET GESTION PATRIMONIAL, SOCIEDAD LIMITADA.;2,75
ROSER UTILITIES SL.;-243,1
SAZON ONLINE SOCIEDAD LIMITADA.;-30,48
EMOTION TELECOM SL.;-362,6
NINJA SOFTWARE LABS SL.;11,82
DIGITART GLOBAL SL.;-37,42
DELIBERA CITY THINKING SL.;-78,11
THUBAN TECHNOLOGY SERVICES SL.;-6,99
SOFT LANDING WORLD, SOCIEDAD LIMITADA.;39,08
KAIKOO GAMING SL.;-120,27
NAKAMOTO EUROPE S.L.;-51,66
LINKDIRECT IT SOLUTIONS SL.;-93,42
AIDEA INTAR S.L.;-40,09
KELUO TECH CONSULTING S.L.;-12,18
NUBER INNOVA SOCIEDAD LIMITADA.;-84,06
FIMO TELCO SL.;-105,53
EMPOROS 8 SL.;-36
COMMERCE ALIVE S.L.;5,85
RACOON TECHNOLOGIES SL.;-8,48
DIGITAL EARTH SOLUTIONS SL.;-3,2
IMAZ TECHNOLOGY INNOVATION S.L.;3,03
BENICADELL MEDIA SOCIEDAD LIMITADA.;-144,81
HIKOBU MEDIA SL.;-15,7
SUBASTA TU COCHE AL DESGUACE SOCIEDAD LIMITADA.;-0,2
ALPHA SPICES SL.;-0,12
TRASLUCHE SL.;-32,01
ALEVATE SOCIEDAD LIMITADA.;15,74
DATA CENTER EUSKADI SOCIEDAD LIMITADA.;-0,73
LEBERP CORE SPAIN SL.;-76,3
INTER ESPAI 2006 S.L.;-36,15
ALHADRA BROKERS SL.;0,98
BEEMERAL SL.;24,78
IONTAB SOCIOSANIDAD DIGITAL SL.;-1,12
ANYFORMAT SL.;-13,92
SELLO ARP SL.;-163,94
DIGITAL WELCOME PACK SL.;-21,17
CLICK AURUM SOLUTIONS SL.;9,36
GHOSTY VPN SL.;-220,65
PERFUSFIND SOCIEDAD LIMITADA.;37,89
ZANDER SOFT SL;-3,68
INICIATIVAS COMARCALES DEL SUR SL.;-9,41
HERCULES POWER SOLUTIONS SL.;-43,68
LILAS MANAGEMENT STUDIO SL.;21,06
BLISSFUL THINKING SOCIEDAD LIMITADA.;-2,38
T3S GROUP SL.;29,2
DEEPFARM TECHNOLOGIES SL.;-6,28
PREPARADORES TECNICOS, SOCIEDAD LIMITADA.;-66,17
C&T TELECOM FERBACHS S.L.;-657,03
CHAMAN EDICIONES SOCIEDAD LIMITADA.;-13,2
MARK SWIFT SL.;-7,18
VELADA DIGITAL SERVICES SL.;-82,48
BOWL OF TENTACLES SL.;2,31
COMMUNITY OMC SL.;-24,76
ALEGRA SOLUCIONES SOCIEDAD LIMITADA.;-51,07
WORKING DEAD SL.;-54,34
HELLO MONSTER SL.;-48,06
AFOUTEZA INVERSIONES SL.;-16,05
NOSA REDE COMUNICACIONES, S.L.;-167,21
SOTAVENTO INTEGRATED SOLUTIONS SOCIEDAD LIMITADA.;-7,84
QUIPGO SL.;-65,77
SIMALARM S.L.;-50,44
GRUPO SIMATCOR, SOCIEDAD LIMITADA.;22,35
PROBATIA FORENSICS SOCIEDAD LIMITADA.;-103,33
NAVARRO COMPUTER SERVICES S.L.;-338,67
MAKKA TRUST SERVICES SL.;-8,14
VIRTUALOGY SOLUCIONES SL.;-66,7
FOODCOIN SL.;-126,54
QUALIFY & NOTE SOCIEDAD LIMITADA.;46,99
ZIIORG CONSULTING, S.L.;-38,69
APP PMX SOCIEDAD LIMITADA.;60,64
GESTIONES FAMILIA MANSO SOCIEDAD LIMITADA.;-117,51
CLOUD Y OLE SL.;-60,38
SOLIDITY FACTORY S.L.;1,08
INVERSIONES ORBEMAR SL.;-76,36
I FEEL EL METODO SL.;48,58
NXN DATA CENTER SL.;-15,97
CONRADO SOLUTIONS SL.;-142,56
ALC CONSULTING SL.;-10,73
UNEWEB GLOBAL SL.;-143,88
AGILE MARKETING STUDIO SOCIEDAD LIMITADA.;-40,84
NEBULOUS SYSTEMS SL.;-2,95
EVOURBE SOCIEDAD LIMITADA.;-71,55
VITOR 4.0 SL.;-1,29
LEMON DIGITAL S.L.;4,81
WAVE ON MEDIA 360 GRADOS SL.;-55,21
ORBOTIX INDUSTRIES SOCIEDAD LIMITADA.;-54,69
INFRASPEAK ESPAÑA S.L.;-813,03
WEET ENERGY AND TELECOM SOCIEDAD LIMITADA.;-5,04
NETTEL AI SYSTEMS SL.;74,3
SPINOLA COMUNICACIONES SL.;4,5
FLUENT EDUCATION S.L.;2,51
SKINTELLIGENCE INVESTMENTS SL.;-47,36
TEAM HACKERS SL.;5,37
AUDIENCE TALKING GROUP SL.;52,47
KONTROL-IT INTERNET SERVICES SL.;-51,37
NEA CONSULTING SL.;-101,49
SICURTHEM SOCIEDAD LIMITADA.;-674,5
HYBRID IMAGING SYSTEMS SOCIEDAD LIMITADA.;-37,89
CUMO DEVELOPMENTS SL.;63,05
QUANTUM TALENT, S.L.;6,13
QUERCUS NEW MEDIA SOCIEDAD LIMITADA.;21,96
ITUMANO, S.L.;0,21
GLOOWUP MARKETING S.L.;3,51
TECNOLOGICA SARABIA AIE.;-95,81
SUSTANTRACKER SL.;-10,54
ELIPSE IA SL.;97,76
IMPROVENTIA TECHNOLOGIES SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-11,27
SIMSKILLS SL.;-42,78
XOOPLE SL.;-10,35
EDICT TECHNOLOGIES SOCIEDAD LIMITADA.;-8,02
OPENODS SOCIEDAD LIMITADA.;-112,48
FUNDADORES WEB SOCIEDAD LIMITADA.;42,13
