Nombre;ROA2024
HISP DEVELOPMENT CENTER SOCIEDAD LIMITADA.;13,57
TICKET MANAGEMENT SYSTEM SL.;47,17
SOLUTIA CYBERSECURITY SOCIEDAD LIMITADA.;6,21
AUGURE CORPORATE SPAIN SL.;27,11
WOZTELL SANUKER SL.;10
POOLCOMET SL.;-25,53
LABOTEC MARKET SL.;-4,29
SMITH AI VIRTUAL RECEPTIONISTS SL.;5,63
DASPI ITALY S.L.;7,24
EVIVA ENERGIA Y SOLUCIONES 2022 SOCIEDAD LIMITADA.;-156,05
THE PIONAIR LAWFIRM SL.;68,04
DEL BARRIO ROA GETE INVERSIONES SL.;5,45
EZ EASY TELECOM SL.;-12,46
REVISTA EMPRENDEDORES SL.;17,68
TEMPLUS SPAIN SL.;-6,31
ABEGARPA INVERSIONES S.L.;3,39
DEISER CONSULTING AND SOLUTIONS SL.;-5,98
CLICK FIXER, SOCIEDAD LIMITADA.;45,13
ZEPREN SOLUTIONS SOCIEDAD LIMITADA.;22,09
HOALANI CONSULTING S.L.;-48,05
ADVANCE DIGITAL EXPERTS, SOCIEDAD LIMITADA.;51,22
AC2ALITY SL.;26,26
L4 TECH SL.;42,78
AOR 2019 INSTALACIONES Y PROYECTOS SL.;29,18
MULTIPLICA TALENT 360 S.L.;3,2
CREDILISTO SL.;5,68
MENTA MAKERS SOCIEDAD LIMITADA.;16,25
EPL ENGINEERING SL.;0,35
MYEDR CNC MACHINING SL.;14,42
SOLUCIONES INGELMO SL.;39,01
LABEL MASTERS S.L.;16,86
TOP INNOVA SOCIEDAD LIMITADA.;2,85
AGROPRO DIGITAL FARMING SL.;-20,29
SKELLO IBERIA S.L.;-197,59
SERMES CONSULTING INTELIGENCIA ARTIFICIAL SL.;27,43
ERREKA INFORMATIKA SOCIEDAD LIMITADA.;33,5
9TEKNIC GRUP SISTEMES DE SEGURETAT S.L.;4,4
SKANDAL TECHNOLOGIES SL.;20,56
AUNOA SOFTWARE SOCIEDAD LIMITADA.;-0,29
AREXDATA SPAIN SL.;-58,6
DIGITAL FACTORY CONSULTING SOCIEDAD LIMITADA.;67,19
ZERFAS EUROPE SL.;-0,06
MAKING INVESTMENTS IN THE NORTH SL.;50,84
SEORGANICO SL.;91,86
MOABITS SL.;2,75
REWARDWAVE SOCIEDAD LIMITADA.;-24
TECNICAS Y DESARROLLO DEL NORTE SOCIEDAD LIMITADA.;8,7
LUBA MEDIA SL.;-10,39
PAYSLIP SPAIN SL.;42,56
CONSULTORIA TECNOLOGICA APLICADA SOCIEDAD LIMITADA.;5,3
MONEI DIGITAL PAYMENTS SL.;12,64
SUMINISTROS INDUSTRIALES MANAOH SL;5,23
CLEVEREA SL.;-52,91
HARBOUR ROAD SOCIEDAD LIMITADA.;8,02
OMIBU BRAND CONSULTANTS SOCIEDAD LIMITADA.;13,58
KAPTA LISTBROKING SL.;38,21
ONEXT SISTEMES INFORMATICS I TELECOMUNICACIONS S.L.;5,91
AGENCIA SEO Y MARKETING BECA SOCIEDAD LIMITADA.;38,29
NUBEXX SOFTWARE HR SOCIEDAD LIMITADA.;15,92
HARDWARE YOU SL.;13,3
ARVIMARINE CONTROL SYSTEMS SL.;35,07
INSURAMA INSURANCE GROUP SL.;-12,06
GUESTREADY SPAIN S.L.;-173,79
ECOELECTRIC MONTSENY SOCIEDAD LIMITADA.;16,24
ERUN TRADE S.L.;15,89
VITERBIT SL.;-10,3
ENGITECH SYSTEM SL.;33,97
DARKDATA SL.;96,29
ANDALUC.IA CUIDACASA SL.;2,6
WFUNERALNET SOCIEDAD LIMITADA.;-19,66
ALBALA GESTION DOCUMENTAL SL.;2,83
PLAZA LABS SL.;64,37
GAS Y LUZ ARAGON SOCIEDAD LIMITADA.;6,12
NITYO INFOTECH SPAIN S.L.;14,92
SANUSHEALTH TECH SOLUTIONS SOCIEDAD LIMITADA.;8,5
WEBMEFY ESPAÑA SL.;-10,82
MEETPOINT CONNECT SL.;29,7
WAVE FONE SL.;54,82
INSTABARAGON TELECOMUNICACIONES SL.;23,87
2020 INGUBU INNOVATION SL.;1,89
COCO SOLUTION, SOCIEDAD LIMITADA.;42,06
BEQUBIC S.L.;21,46
XPEER MEDED S.L.;1,31
TNF INFORMATICA EMPRESARIAL SOCIEDAD LIMITADA.;45,21
BUMBLE3EE INTERACTIVE SL.;7,69
INTEGRITY360 CIBERSEGURIDAD SL.;-69,74
BLUE TRAIL SOFTWARE IBERICA SOCIEDAD LIMITADA.;-69,46
MERAKI INSERCION Y EMPLEO SL.;17,39
WITWAKER SL.;14,83
SISIFOKODE SERVICES SOCIEDAD LIMITADA.;11,31
UBIK GROUP SOLUTIONS SL.;0,05
EUROSTAR ELECTRIC GROUP SL.;9,24
MILLALUX LUXURY TRANSPORT SERVICE, SOCIEDAD LIMITADA.;40,97
RIGISTON S.L.;-36,84
EVORA IT SOLUTIONS SOCIEDAD LIMITADA.;-0,43
FUENSANTA SALUD SOCIEDAD LIMITADA.;-20,55
GRUP DE PROJECTES 9 CONSULTING S.L.;1,88
MACROSCOPE SL.;-58,08
LIFEWARE EUROPE S.L.;11,37
AURIGA IBERIA SL.;-17,77
ZEITER MICROTECHNOLOGY SL.;27,75
TEMPLUS CENTROS DE DATOS SL.;-2,21
ALPHA BOREALIS ESTRATEGIAS DE DESARROLLO INFORMATICO SL.;70,91
PROPERTY TECHNOLOGY SERVICES S.L.;-21,75
MATIVA INFORMATION TECHNOLOGY S.L.;17,11
INDUPRECI SOCIEDAD LIMITADA.;5,7
NETHIVE CONSULTING SL.;51,55
KARAOKE MACHINES SOCIEDAD LIMITADA.;7,31
CONNECT44 SL.;-1,63
INNOQUBIT SOFTWARE SOCIEDAD LIMITADA.;3,44
EBRELEC, SOCIEDAD LIMITADA.;21,86
TERMINAL NUEVE AGENCIA DE VIAJES Y EVENTOS SL.;5,89
IXORIGUE TECHNOLOGIES SL.;-5,6
INSTELFONAIR SOCIEDAD LIMITADA.;41,66
MONTELONI S.L.;15,87
INTEC SISTEMAS DE INDUSTRIALIZACION SL.;3,49
ZERBO BROWNE SL.;65,27
TECNOLOGIES INDUSTRIALS PALLICER SL.;9,31
LOCAL VERTICALS SL.;-6,71
NOLOGIN OCEANIC WEATHER SYSTEMS SL.;20,97
DOMINEK INSTALACIONES SL.;12,22
GSATEK PONENT SL.;12,52
REAL TECHNICAL PARTNER SL.;11,49
NEXT MATTERS S.L.;16,8
KENZO KAPITAL S.L.;0,96
LWS FINANCE AND LIFE SCHOOL SL.;12,53
ADG TRAVEL DIGITAL TECH SL.;6,45
ALANTEL SOLUCIONES INTEGRALES SL.;68,66
LMT MEDIA AUDIOVISUAL SL.;11,35
THERAVADA INFORMATICA SL.;51,69
BUENIZCO SL.;9,76
BOLSAZONE TEAM SL.;173,92
JS TECNOEVOLUTION S.L.;32,81
RED CHAIN OFFICE SL.;22,51
SERBAN CLOUD GROUP SL.;9,3
FREEVERSE S.L.;-35,38
ESDOMO TELECOM SL;-60,84
FREECARS SPAIN LOGISTIC SL.;-50,28
ABTIO EMEA SL.;28,66
RECARGAS AC SOCIEDAD LIMITADA.;18,89
MICENAS CONSULTORIA SOCIEDAD LIMITADA.;25,8
CALDERA COMUNICACIONES S.L.;11,66
VIM TELECOMUNICACIONES SOCIEDAD LIMITADA.;24,62
ARSONDATA METERING SOCIEDAD LIMITADA.;38,05
NARIO COMUNICACIONES S.L.;2,4
WOLLY CORP SL.;-53,58
VECTOR IBERIA S.L.;7,38
SNELL ANDEVALO SL.;26,38
ZANDER DIGITAL SERVICES INTERNATIONAL S.L.;11,61
TRIBALDOS SARDA ELECTRONICA SOCIEDAD LIMITADA.;-5,08
PARSEC MANUFACTURING SOFTWARE TECHNOLOGIES SL.;-7,38
TECNISOLUTIONS GESTION DE SISTEMAS TIC SL.;16,51
PRODUCTOS INFORMATICOS SERVICIOS DIGITALES SL.;-38,72
SMART MOBILITY CONSULTING & TECHNOLOGY SL.;0,45
MIALMANSUS INVESTMENTS & TECHNOLOGIES SL.;40,92
ODISEI MUSIC S.L.;17,49
EVO COMPUTER SL.;8,93
INSURECHAIN SL.;15,2
SECRETARYBIRDS SOCIEDAD LIMITADA.;-4,26
BUSINESS INTELLIGENCE GRID SL.;18,22
VIESCA HIPIMS SL.;33,27
DIGITAL PRESCRIPTION SERVICES SA.;2,39
FROGED TECHNOLOGIES SL.;8,91
ADI REVOLUTION SOCIEDAD LIMITADA.;43,29
SCAN OPEN SOURCE SOLUTIONS SL.;-4,88
MOBLANC ROBOTICS SOCIEDAD LIMITADA.;21,49
LUNEL INGENIERIA DE INSTALACIONES SOCIEDAD LIMITADA.;0,36
MOVALNET TECHNOLOGY S.L.;32,83
TINK SPANIEN SL.;20,56
IGUS DIGITAL S.L.;30,32
HOTELIGY SL.;17,8
TRAVEL CLOUD SYSTEM SL.;7,38
MERKIA360 S.L.;30,44
SIAM SYSTEMS SOCIEDAD LIMITADA.;36,88
DISTRIBUIDORA REVOLUTION DE PROGRAMAS INFORMATICOS SL.;23,72
CLAP YOUR BRAND SL.;1,67
ARIA ARABA, SOCIEDAD LIMITADA.;3,4
ELECTRO MUNTATGES ONAUR S.L.;4,39
DIGITAL FIBER PLANNERS, SOCIEDAD LIMITADA.;74,68
HR AI SOLUTIONS FACTORY SL.;12,86
DESENRED INFORMATICA, SOCIEDAD LIMITADA.;16,57
MAGIC FENNEC SOCIEDAD LIMITADA.;-0,34
STINVILLE CORPORATION SA.;1,1
MYTIC INNOVA S.L.;38,48
PINKBEAR SOCIEDAD LIMITADA.;5,79
DIGITALENTU 2020 SL.;42,88
GEOAI ANALYTICS SL.;10,53
ILUSIAK SL.;42,84
DEVIANTECH SL.;21,28
ART COMPUTER EUROPE SL.;40,94
NIQUELAO SL.;1,47
MELMAK TECHNOLOGIES SL.;58,1
VENTANAS NACHER, SOCIEDAD LIMITADA.;47,08
M2E ENERGIA SL.;34,74
EDEBEX FINTECH SPAIN S.L.;13,67
WATERTEC INSTALACIONES TECNICAS SL.;31,3
INGESER ACTIVA SL.;-8,83
VEMS SERVICIO RAPIDO SL.;27,11
SLAPS CREATIVE S.L.;76,12
DIGIELEC MADRID SL.;-20,17
ENGYTEK ENERGY, SOCIEDAD LIMITADA.;3,25
CTZ PROYECTOS SL.;12,49
HR NOMINAPRESS 360, S.L.;2,33
GOURMEDIAN SL.;9,83
INELSOFT SL.;44,54
MONITORING LIFE SA.;-5,72
ZIARLUG SUPERMERCADOS S.L.;-2,35
APARCAMIENTOS Y VENTA DE AUTOMATIZACION SL.;-47,22
EQUILUX AERO IBERIA S.L.;-8,81
TIJE TRAVEL SL.;20,75
NEO DIGITAL SOLUTIONS SOCIEDAD LIMITADA.;2,2
AVANZADI INNOVACION DIGITAL SL.;2,51
SOLUCIONES LA PESETA, SOCIEDAD LIMITADA.;2,73
BGR FIX IT CANARIES SL.;12,34
FORTE PRINTERS GROUP S.L.;57,61
SAMBADE CINSA SL.;27,21
DEVAWAY COOP.V.;1,97
SEVEN TECHNOLOGIES S.L.;51,08
WOCU MONITORING SL.;1,76
MODPOW ENGINEERING S.L.;10,38
CASAFARI SPAIN SL.;-7,29
SOCBS GLOBAL IT S.L.;9,29
BURRITOS VALENCIA SOCIEDAD LIMITADA.;37,37
IONE TEAM EUSKADI SOCIEDAD LIMITADA.;25,15
DATABLES SOLUTIONS SOCIEDAD LIMITADA;10,28
LUKATELCO SL.;23,01
KOMOREBI AI TECHNOLOGIES SL.;8,83
EXACCTA SERVICIOS DIGITALES SL.;61,26
OMNI ONLINE SOCIEDAD LIMITADA.;43,49
TRAFFGEN EUROPE SL.;7,29
AUDIOVISUALES AVELLAN SOCIEDAD LIMITADA.;4,16
FUSUMA ADVISORY SL.;3,61
LOGICOMMERCE BEYOND S.L.;-41,35
IPRONICS PROGRAMMABLE PHOTONICS SOCIEDAD LIMITADA.;-21,26
IT HOTELS TECHNOLOGY SL.;-27,72
MACVB SL.;9,03
CONSULTORIA INFORMATICA DIFADI SL.;12,45
WEBCENTRIX COMUNICACIONES GLOBALES SL.;52,27
NEWNOTE SOLUTIONS SL.;2,61
NARWHAL-SYSTEM GROUP SL.;14,7
SUNRIDGE CITRUS SPAIN SL.;-0,46
A BEN SPACE SL.;8,06
XARXES DE PROXIMITAT S.L.;4,33
ATENEA MOBILITY TECHNOLOGIES SOCIEDAD LIMITADA.;40,9
CETRA BASE SL.;22,42
WHOLE WAY MOBILE SERVICES SL.;32,7
OKIFY PROPTECH SOLUTIONS S.L.;25,34
CREDEXIA MARKETING SOCIEDAD LIMITADA.;15,39
NXP SEMICONDUCTORS SPAIN SL.;11,77
MARGUAD 2000 CONSULTORIA SL.;23,08
AKAROA DESARROLLO SL.;17,92
ASUNTOS DIGITALES CONSULTING SL.;-21,91
MULTICHAIN SOFTWARE HOUSE S.L.;55,45
MARTELSA TELECOM SL.;38,27
KAPITAL FIBRA SOCIEDAD LIMITADA.;0,65
ADN COM MAD SL.;-11,28
NUBO CLOUD SOCIEDAD LIMITADA.;19,61
NETING APP, SOCIEDAD LIMITADA.;7,65
MURSIN 5000 S.L.;5,85
SERVICIALSOY SL.;28,95
CADICOM COMUNICACIONES SL.;17,51
ALARONA STUDIO S.L.;6,7
ALLREAD MACHINE LEARNING TECHNOLOGIES S.L.;-9,92
C12 OUTSOURCING SOCIEDAD LIMITADA.;21,26
THE FIREPLACE STUDIO SL.;29,57
LA CERDA DE CHUECA SL.;28,29
DESARROLLOS Y APLICACIONES PARA LA MOVILIDAD SL.;25,62
ONAPA SEINTOSOFT SL.;9,8
COACHING ESTRATEGICO SOCIEDAD LIMITADA.;37,41
DECADA DIGITAL GROUP S.L.;20,18
SWARMING TECHNOLOGIES AND SOLUTIONS SL.;39,27
AUREUSTECH SL.;18,46
GESICO COSTA DEL SOL SL.;12,22
DORIA GLOBAL MEDIA S.L.;36,04
COCIRCULAR SUSTAINABLE SOLUTIONS SOCIEDAD LIMITADA.;16,84
OMNIOS COGNITIVE SOLUTIONS S.L.;2,88
ENERGY INSTRUMENTS AND SOFTWARE SOCIEDAD LIMITADA.;14,9
MANCA TELECOM SOCIEDAD LIMITADA.;17,53
IA SOLUCIONES INFORMATICAS SL;40,15
CD INVEST SOLUCIONES DE INNOVACION SA.;8,46
REDUR LOGISTICS SERVICES SL.;2,77
CON TERRA GEOIT SL.;1,73
AUNER INTEGRACION DE SISTEMAS SOCIEDAD LIMITADA.;4,08
MONTOYA LOGISTICA . SL.;28,7
GEOCO RENT SOCIEDAD LIMITADA.;13,5
BUILD TO ZERO SL.;-0,93
LUMRISK (IBERIC) SL.;23,58
WODBUSTER SL.;9,24
TRAMCIUR SL.;44,96
ISEMAREN E&GR SOCIEDAD LIMITADA.;8,16
VAKE GLOBAL CONSULTING SOCIEDAD LIMITADA.;-5,7
CM COMMUNICATION PLATFORM & TECHNOLOGY SL.;8,03
FASPRO TECHNOLOGIES AND HOMES SL.;31,85
AVANCE ONLINE SL.;-6,69
GO SCM CONSULTING IBERIA SA.;16,43
CO2 INGENIERIA 2060 SOCIEDAD LIMITADA.;18,91
BRANCH BALL SL.;0,22
MATICPLUS SL.;6,91
MARKETS PROLIVE 360 S.L.;69,93
G3 INFORMATION TECHNOLOGIES SL.;11,57
FRACTTAL TECH SL.;-26,07
HAGGLEZON S.L.;116,03
ENERWATIA SOLUCIONES ENERGETICAS SOCIEDAD LIMITADA.;8,08
MOMENTUM 360 CREATIVE AGENCY, SOCIEDAD LIMITADA.;-257,54
BASICO TECH SL.;-0,14
MEETING LAWYERS S.L.;-0,53
HIGHER EDUCATION SOFTWARE SL.;-23,35
MEGAEX EXCAVACIONES Y OBRAS SL.;10,33
EARTH ROVER EUROPE S.L.;2.075,26
NYMIZ SOFTWARE COMPANY SOCIEDAD LIMITADA.;-27,27
INRESTEC SOCIEDAD LIMITADA.;1,35
PROPELBON, SOCIEDAD LIMITADA.;-11,21
ENRIQUECEGA SL.;46,86
DEBIFY ALSP S.L.;15,7
DAMIAN VALLEY PARTNERS SL.;-50,84
ASSEMBLY AUDIOVISUALES SL.;18,61
EXTOM CONSULTING SL.;49,34
XAUEN CYBER SCIENCE SOCIEDAD LIMITADA.;-3,62
CRECE SIN LIMITE S.L.;23,65
CAJA BLANCA DATOS SL.;54,96
XTUDEO EXTENDED S.L.;-69,87
NDD TECH SL.;5,55
AMANA DIRECTORSHIP SL.;60,36
THE INFORMATION LAB SPAIN SL.;-26,29
RC OROS 3.0 SOCIEDAD LIMITADA.;89,12
RENEWABLE NETWORKS SL.;48,18
SOLUCIONES INFOMATICA Y DESARROLLO SL.;0,12
QARONI EMEA, S.L.;21,62
ANTUNEZ RAMOS GROUP SOCIEDAD LIMITADA.;49,98
AMURA SYSTEMS DEVELOPMENT SL.;0,23
IP SECURITY TELECOM SL.;17,59
AH DOC ELECTRONIC SL.;8,6
ELECTROMAGNETIC 3 WORKS SL.;41,25
PIENSACTIVA SA.;61,6
ONECYBERSEC SL.;2,84
FIWI TELECOMUNICACIONES SOCIEDAD LIMITADA.;1,48
AUDIOVISUAL GLOBAL NETWORK SL.;20,08
POK DIGITAL EUROPE SL.;-2.005,76
MILETI SERVICIOS INFORMATICOS SL.;8,38
SMART WORLD AND THINGS SL.;25,27
MANINDU MARTOS SOCIEDAD LIMITADA.;2,46
OUT OF THE BLUE GAMES SL.;-16,23
MERAKI TECH SL.;15,51
MARKETING DESARROLLO Y EXPANSION SL.;1,45
DIGITAL HAMSTER S.L.;1,79
JYA SERVICIOS INTEGRALES DE TELECOMUNICACIONES SL.;7,42
THE WAKE UP MOVEMENT SL.;-21,36
COBRA PATRIOT 45 SL.;6,39
MONTAJES Y AUTOMATIZACION DE CUADROS ELECTRICOS ALZIRA SL.;10,38
PAVABITS SOCIEDAD LIMITADA.;0,26
BOOSTERIN LABS, SOCIEDAD LIMITADA.;8,37
AR VISION 2049 SL.;-12,3
IN-TECH AUTOMATIZACION Y MONTAJES S.L.;-51,63
MERKATOR OVIEDO SOCIEDAD LIMITADA.;5,12
DASPI LEVANTE S.L.;24,22
REMOTE RESOLUTION METHOD CONSULTORIA S.L.;32,61
BWATR IBERICA SL.;79,97
TRANSLAND EXPRESS SL.;9,65
SISTEMAS E INSTALACIONES ISAAC GARCIA SL.;28,91
DIGITALDESK S.L.;14,85
FLEXMYROOM INSURETECH SL.;-23,58
NBN23 SOCIEDAD LIMITADA.;-37,09
FENECH WEBSITES SL.;52,76
3DWORLD SL.;13,31
CONECTINO IOT SOCIEDAD LIMITADA.;14,8
GESTION DIGITAL LABS 23 SL.;62,12
ELECTRONICA SIMEL S.L.;3,12
NAS SOLUCIONES DE PROCESO SL;36,58
LOGY LASERTECH SL;1,66
THE FARRELL COMPANY DESIGN AND DEVELOPMENT SL.;34,74
INFOLINK TECHNOLOGY SOLUTIONS EUROPA SL.;17,72
LIMPALIUM SL.;15,06
IGEX ESTUDIOS SOCIEDAD LIMITADA.;16,11
PGPLANNING SOCIEDAD LIMITADA.;14,48
TAILOR HUB SL.;48,17
SYNTACTIC SUGAR SL.;-0,25
QUALITY PHOTONIC OPTICS S.L.;1,74
AMPSTEK SPAIN SL.;5,15
INTERIORISMO STYLO 10 SL.;0,82
SOLVER 4 GLOBAL PAYMENT SL.;13,93
2020 CONTENIDOS SL.;52,45
PIXEL DISCOVERY SOCIEDAD LIMITADA.;73,46
IPARTIC CONSULTING SOCIEDAD LIMITADA.;11,93
BURGER INDEX SL.;3,67
XITASO IBERIA SL.;-81,81
RUBRICAE BUSINESS SOLUTIONS SL.;1,09
THE LEFT BIT S.L.;60,28
EMERITA TECHNOLOGY S.L.;2,85
BANDIT ADVANCED SOLUTIONS S.L.;11,93
GTPHONE TELECOMUNICATIONS SL.;-0,75
INSSIDE INFORMACION INTELIGENTE SL.;8,84
FINDING LIFE PROJECT SOCIEDAD LIMITADA.;40,29
QURV TECHNOLOGIES S.L.;-10,75
TECNOLOGIAS DIGITAL DICOM SL.;-20,26
CERENCE OPERATIONS SL.;11,8
UNIDESYS FINANCIAL TECH SL.;5,56
GRUPO R. MESA SL.;0,04
GSU FOUND, S.L.;-0,81
PULSIA ITECH, SOCIEDAD LIMITADA.;4,84
INFRA TEC GLOBAL ESPAÑA SL.;12,75
BNZSA INVESTMENT GROUP SL.;-0,19
AXOM ENTERPRISES S.L.;12,08
MEVA DATO SOLUTIONS SOCIEDAD LIMITADA.;4,76
OCTUPUS TECHNOLOGIES SL;5,17
LANDINGTRACK S.L.;49,47
ISIFAR SOLUTIONS S.L.;39,08
IKUSI SOLUCIONES DE NEGOCIO SL.;35,68
HOOP SOLUTIONS SL.;-24,63
FRESMEDICAL CUSTOM DIGITAL HEALTH SL.;54
EL TALLER DE EXPERIENCIAS VISUALES SL.;23,58
SPEKTRUM MANAGEMENT GROUP S.L.;-10,58
IMPERIA SCM CONSULTING SOCIEDAD LIMITADA.;-20,11
CODENAME64 SOCIEDAD LIMITADA.;-6,98
ASTRAL PROYECTOS GRAFICOS SL.;16,39
EBBEL QUABITY GROUP SL.;0,57
TWOROCKETS CONSULTING S.L.;6,14
DUNDER TRADE SL.;14,06
EUROPEAN SOLAR CELL COMPANY SOCIEDAD LIMITADA.;-7,44
COBOTS INTEGRACIONES SL.;29,24
ECOM ENTERPRISE S.L.;8,68
BIOSNAR CONSULTING SL.;25,09
ACCESEO PROJECTS SL.;12,46
EUROCODE EXPANSION SL.;24,48
ALTER5 FINANCIAL TECHNOLOGIES SL.;-8,5
ONTRAVELERS APP S.L.;15,73
RAYO-SECO SYSTEMS SL.;26,81
EMATIZA DIGITAL SOCIEDAD LIMITADA.;19,36
CREVINET FIBRA SL.;41,84
ETERLAST S.L.;2.396,16
BYTELAB SOLUTIONS S.L.;5,79
TYRIS AI SOCIEDAD LIMITADA.;-13,99
AFACIS SUPPLY CHAIN CONSULTING S.L.;18,46
CIRCULA SOFTWARE EMPRESA S.L.;1,56
SMILETECH SERVICES SOCIEDAD LIMITADA.;22,76
ENABLE EUROPA SL.;-4,45
BITAR INFORMATICA SOCIEDAD LIMITADA.;-0,69
IK4LMI SL.;6,33
CASTEDO GARCIA SOCIEDAD LIMITADA.;15,34
VIASETUR SERVICIOS DIGITALES, SOCIEDAD LIMITADA.;33,05
SLAK ESPORTS EUROPA S.L.;-31,96
LEBA CONSULTING TECHNOLOGIES SOCIEDAD LIMITADA.;47,2
INFICONS INNOVACION Y DESARROLLO, S.L.;-13,32
SEA DELIGHT GLOBAL, SOCIEDAD LIMITADA.;7,5
EHOLO PSICOLOGIA S.L.;-119,86
ASC IBERICA CLOUD SOLUTIONS SL.;16,59
COUPA SOFTWARE SPAIN SL.;31,63
EMOTION SMART MOBILITY S.L.;-30,59
OLIVIA POP SL.;-129,52
NODEHODLERS SOCIEDAD LIMITADA.;-3,44
NEMI MOBILITY SOLUTIONS S.L.;0,02
FANDIT POWER SL.;-0,63
DUALTHINK SOCIEDAD LIMITADA.;17,72
BELIEVE IT SOCIEDAD LIMITADA.;15,81
GEO SOLAR PARK SL.;-0,59
LIN3S DATA SOCIEDAD LIMITADA.;39,94
MENHIR TECHNOLOGIES SL.;0,41
ASESORIA Y CONSULTORIA PARA EMPRESAS YOU SL.;8,72
KNOT PLAYER SL.;21,79
ZEXEL SOFTWARE SOCIEDAD LIMITADA.;-4,72
FILL THE GAPP SL.;-43,74
CIMA AUTOMATIZACION VALENCIA SL.;44,09
TEMBEZA INTERNATIONAL S.L.;0,88
SUBGEN AI SPAIN SOCIEDAD LIMITADA.;11,45
SMART PROCESS MANAGEMENT SL.;1,05
CACTUS ENGINEERING S.L.;27,39
ADG CONTACT CENTER SL.;24,05
ALMACENES TOTMATERIAL SL.;9,42
ELECTRICIDAD ESTEBAN MAYOR HERAS SL.;1,59
ADORIA SYMMETRY S.L.;5,18
HERSE GESTION SL.;13,8
MYPLAY SPAIN SL.;-33,62
TOKENY SPAIN S.L.;7,13
TANDEM SOFTWARE MANAGEMENT, S.L.;13,89
CRACKPPC SL.;45,61
UBBOK ESECURITY SOCIEDAD LIMITADA.;8,4
TARIMAS DIAMOND PAVIMENTOS SL.;76,86
ATODOSOL INSTALACIONES FOTOVOLTAICAS SL.;42,73
THE NEWSROOM DIGITAL GROUP SL.;-113,82
VEARTEL TELECOMUNICACIONES-CONTRAINCENDIOS SOCIEDAD LIMITADA.;12,77
ONLIVE SITE S.L.;-15,83
GOMEZ CRIADO ELECTRONICA SOCIEDAD LIMITADA.;98,3
CYBERAND TECHNOLOGY S.L.;46,09
CONTROL Y MONTAJES DOMOAL SOCIEDAD LIMITADA.;8,39
SPHERE ULTRAFAST PHOTONICS SL.;-6,86
THE PEOPLE GROUP SPAIN SOCIEDAD LIMITADA.;4,7
SOLUCIONES REHUBIKM2 SOCIEDAD LIMITADA.;-10,32
MINTECH EUROPE SL.;-168,51
HM CONSULTING EMEA SL.;14,05
CLOUD EXPERTS SL.;66,75
MULHACEN SOFT SOCIEDAD LIMITADA.;3,42
KENSO SOLUTIONS SOCIEDAD LIMITADA.;-14,16
AVIVA MARKETING SOCIEDAD LIMITADA.;16,72
GDB SMART CONSULTING, SOCIEDAD LIMITADA.;22,8
LAVANDERCODE SL.;29,88
DIGIZEN INTERACTIVE SL.;0,85
RINDUS TECHNOLOGY 1 SL.;38,64
MARACK INSTALACIONES SL.;2,6
VLC INFRAESTRUCTURAS SOCIEDAD LIMITADA.;0,53
FIT UP OSONA S.L.;35,87
N&A CONSULTING SOFTWARE SL.;42,89
I4AUTOMATION SOCIEDAD LIMITADA.;9,4
PUMPAGE S.L.;2,42
3D-SHAPER MEDICAL S.L.;-7,76
PLATAFORMA TIERRA SOCIEDAD ANONIMA.;-56,96
COAC ELECTRIC, S.L.;0,17
LUDA CREATE SL.;-62,95
PAUTAS GLOBAL SL.;-12,12
CONEXIA TECNOLOGIAS S.L.;5,85
COMUNICACIONES INTEGRADAS ABBANT SOCIEDAD LIMITADA.;15,55
ESCRIBELO, SOCIEDAD LIMITADA.;96,01
HOSTEL PACKAGING SL.;23,31
COGNATIV BARCELONA S.L.;16,2
YALO TELECOMUNICACIONES SL.;20,03
RICTEL TTT, SOCIEDAD ANONIMA.;2,73
RAPID7 SPAIN SL.;3,88
SMBIOTICA SOLUCIONES TIC DE MARKETING DISTRIBUIDO, SOCIEDAD LIMITADA.;25,05
XTND ESPAÑA SL.;5,78
AFEI SOLUCIONES AVANZADAS S.L.;14,85
SOLID CODE SOCIEDAD LIMITADA.;7,96
URBAN DESIGN STUDIO SL.;37,6
KUAT SOLUTIONS S.L.;-6,38
FACTUM IDENTITY SOLUTIONS SL.;2,44
SYMPATHY FTL SOCIEDAD LIMITADA.;0,74
DEVTEAM SOCIEDAD LIMITADA.;-3,37
APERTUM ONLINE SL.;-26,73
IMPACT MEDIA MANAGEMENT SL.;44,02
MRU INSTRUMENTS SL.;10,4
METAL GESTION JSALUDESZ SL.;4,62
ARIAGE TECHNOLOGIES SL.;7,89
I & J FUNCIONA SL.;61,24
MANIFONE IBERIA SL.;13,92
SOLUCIONES LOGISTICAS SAUCEDA SL.;24,08
SRCICUENDEZ, SOCIEDAD LIMITADA.;11,16
INFOFIVE SL;8,68
EKUANIME TECHNOLOGY GROUP SOCIEDAD LIMITADA.;29,74
MEDINA ENVIOS SL.;48,29
ORIGEN INTELIGENCIA ARTIFICIAL SL.;5,42
AUXILIARES AUXITOR SL.;11,95
A-FACTORY. TECHNOLOGY & INNOVATION SL.;52,35
INNEER TECHNOLOGY, SOCIEDAD LIMITADA.;27,02
EFICAE IOTECH S.L.;39,54
DOCUSIGN SPAIN S.L.;22,55
MCFLY TECHNOLOGIES SL.;-4,95
SIGNOS NEW TECHNOLOGIES SOCIEDAD LIMITADA.;21,47
ISELA ARQONSTRUCTION SOCIEDAD LIMITADA.;21,95
